 title="Stress components of modle suanli2 at STEP  1 SUB-STEP 1"
 variables="x","y","Stress11","Stress22","Stress12","Von Mises Stress","Max. Principal Stress","Mid. Principal Stress","Min. Principal Stress"
 zone I=    6 ,j=    6 ,f=point, T="    1"
     0.000000000000000E+00     0.371794871794872E+01    -0.349560267393033E+05    -0.113515263838489E+06     0.146699632062383E-08     0.100695562621514E+06     0.000000000000000E+00    -0.349560267393033E+05    -0.113515263838489E+06
     0.000000000000000E+00     0.312307692307692E+01    -0.380035948765093E+05    -0.126438403747646E+06     0.127262304200686E-08     0.112364715515737E+06     0.000000000000000E+00    -0.380035948765093E+05    -0.126438403747646E+06
     0.000000000000000E+00     0.252820512820513E+01    -0.410782091433766E+05    -0.139410520508048E+06     0.870380647672595E-09     0.124080530207343E+06     0.000000000000000E+00    -0.410782091433766E+05    -0.139410520508048E+06
     0.000000000000000E+00     0.193333333333333E+01    -0.443194966774510E+05    -0.152417677014897E+06     0.252406867892333E-09     0.135795034232897E+06     0.000000000000000E+00    -0.443194966774510E+05    -0.152417677014897E+06
     0.000000000000000E+00     0.133846153846154E+01    -0.479893195646742E+05    -0.165444350008016E+06    -0.584095150817907E-09     0.147428782668619E+06     0.000000000000000E+00    -0.479893195646742E+05    -0.165444350008016E+06
     0.000000000000000E+00     0.743589743589743E+00    -0.525017336894546E+05    -0.178471919310442E+06    -0.163730881415231E-08     0.158866525247041E+06     0.000000000000000E+00    -0.525017336894546E+05    -0.178471919310442E+06
    -0.208000000000000E+01     0.392307692307692E+01    -0.343080147191391E+05    -0.107385968239574E+06    -0.383950404513490E+04     0.952303105301299E+05     0.000000000000000E+00    -0.341068415885856E+05    -0.107587141370128E+06
    -0.240000000000000E+01     0.328717948717949E+01    -0.375834135463794E+05    -0.120712697768017E+06    -0.415322907225685E+04     0.107233488570019E+06     0.000000000000000E+00    -0.373764290964920E+05    -0.120919682217905E+06
    -0.272000000000000E+01     0.265128205128205E+01    -0.408217545236994E+05    -0.134061393154867E+06    -0.446351878809260E+04     0.119272882477363E+06     0.000000000000000E+00    -0.406085667503791E+05    -0.134274580928187E+06
    -0.304000000000000E+01     0.201538461538461E+01    -0.441309122594477E+05    -0.147420529835683E+06    -0.479654922854232E+04     0.131314767714717E+06     0.000000000000000E+00    -0.439086490339741E+05    -0.147642793061156E+06
    -0.336000000000000E+01     0.137948717948718E+01    -0.477501664239707E+05    -0.160778054503165E+06    -0.518943171760063E+04     0.143294357698222E+06     0.000000000000000E+00    -0.475124050049443E+05    -0.161015815922191E+06
    -0.368000000000000E+01     0.743589743589743E+00    -0.520867700154348E+05    -0.174119975452725E+06    -0.569515529900552E+04     0.155108847998554E+06     0.000000000000000E+00    -0.518215597615123E+05    -0.174385185706648E+06
    -0.416000000000000E+01     0.412820512820513E+01    -0.345133685773567E+05    -0.978839546068938E+05    -0.737883370691007E+04     0.869337548798316E+05     0.000000000000000E+00    -0.336655249418425E+05    -0.987317982424081E+05
