 title="Plastic strain components of modle suanli2 at STEP  1 SUB-STEP 1"
 variables="x","y","Elastic Strain11","Elastic Strain22","Elastic Strain12","Elastic Strain33","Equivalent Elastic Strain"
 zone I=    6 ,j=    6 ,f=point, T="    1"
     0.000000000000000E+00     0.371794871794872E+01    -0.799948883913783E-06    -0.538388036865125E-05     0.171198470616801E-18     0.123973527632456E-05     0.455799880036453E-05
     0.000000000000000E+00     0.312307692307692E+01    -0.844419072532625E-06    -0.600459017016342E-05     0.148515109002200E-18     0.137309068851169E-05     0.507631918621866E-05
     0.000000000000000E+00     0.252820512820513E+01    -0.889832610926629E-06    -0.662752297905522E-05     0.101573421583392E-18     0.150708089258940E-05     0.559685362384864E-05
     0.000000000000000E+00     0.193333333333333E+01    -0.943287230798157E-06    -0.725081605348815E-05     0.294558814830353E-19     0.164275540033111E-05     0.611897429022356E-05
     0.000000000000000E+00     0.133846153846154E+01    -0.101800565566678E-05    -0.787150668203577E-05    -0.681639041004497E-19     0.178217114093196E-05     0.664194183131580E-05
     0.000000000000000E+00     0.743589743589743E+00    -0.113484615823054E-05    -0.848520648921514E-05    -0.191073938611574E-18     0.192863000254913E-05     0.716501773220425E-05
    -0.208000000000000E+01     0.392307692307692E+01    -0.818727901156513E-06    -0.508282648907389E-05    -0.448070122067243E-06     0.118314475770525E-05     0.434409988224853E-05
    -0.240000000000000E+01     0.328717948717949E+01    -0.871219650956023E-06    -0.572181338528861E-05    -0.484681832732374E-06     0.132177252947521E-05     0.487955514870749E-05
    -0.272000000000000E+01     0.265128205128205E+01    -0.921675093341827E-06    -0.636220800747047E-05    -0.520892642570406E-06     0.146027428311603E-05     0.541616315486071E-05
    -0.304000000000000E+01     0.201538461538461E+01    -0.975584188844436E-06    -0.700253337441775E-05    -0.559757294970889E-06     0.159945454149434E-05     0.595383066930923E-05
    -0.336000000000000E+01     0.137948717948718E+01    -0.104501156609711E-05    -0.764018883551809E-05    -0.605606681443994E-06     0.174121064474158E-05     0.649255306897744E-05
    -0.368000000000000E+01     0.743589743589743E+00    -0.115043670574149E-05    -0.827107424300738E-05    -0.664624623393944E-06     0.188882632465914E-05     0.703255716469364E-05
    -0.416000000000000E+01     0.412820512820513E+01    -0.908337407900272E-06    -0.460601110272376E-05    -0.861109893596405E-06     0.110551764858849E-05     0.406165851954145E-05
    -0.480000000000000E+01     0.345128205128205E+01    -0.975584690603774E-06    -0.521930564374163E-05    -0.909014414089892E-06     0.124195280412447E-05     0.457442004113109E-05
    -0.544000000000000E+01     0.277435897435897E+01    -0.103443339422343E-05    -0.583137522056082E-05    -0.953121591265232E-06     0.137645862985471E-05     0.508504403817238E-05
    -0.608000000000000E+01     0.209743589743590E+01    -0.108563834680286E-05    -0.644219696157788E-05    -0.998670413652983E-06     0.150918186854692E-05     0.559480874944947E-05
    -0.672000000000000E+01     0.142051282051282E+01    -0.113481991187957E-05    -0.705105100320905E-05    -0.105286702542383E-05     0.164110497337311E-05     0.610548496366632E-05
    -0.736000000000000E+01     0.743589743589743E+00    -0.119411104090154E-05    -0.765625225379096E-05    -0.112609829352434E-05     0.177432253326968E-05     0.661959288461697E-05
    -0.624000000000000E+01     0.433333333333333E+01    -0.106383661992863E-05    -0.396003043670778E-05    -0.118303246411404E-05     0.100718583248293E-05     0.370829200009951E-05
    -0.720000000000000E+01     0.361538461538461E+01    -0.114414606379362E-05    -0.451372356719678E-05    -0.120068087871597E-05     0.113429079036662E-05     0.415151822819081E-05
    -0.816000000000000E+01     0.289743589743590E+01    -0.120768277105436E-05    -0.506477909474642E-05    -0.120933358805250E-05     0.125750435965034E-05     0.459106215909459E-05
    -0.912000000000000E+01     0.217948717948718E+01    -0.124971390099535E-05    -0.561533501314588E-05    -0.121517472032629E-05     0.137630632492387E-05     0.502933331871258E-05
    -0.100800000000000E+02     0.146153846153846E+01    -0.126660161479341E-05    -0.616751960276524E-05    -0.122523739369314E-05     0.149039404961860E-05     0.546908069459803E-05
    -0.110400000000000E+02     0.743589743589744E+00    -0.125657724159016E-05    -0.672346476978497E-05    -0.124903301404907E-05     0.159984035522166E-05     0.591402970216793E-05
    -0.832000000000000E+01     0.453846153846154E+01    -0.126747895233394E-05    -0.316255905468317E-05    -0.135651768705040E-05     0.888134870554451E-06     0.327387096954293E-05
    -0.960000000000000E+01     0.377948717948718E+01    -0.134359371569773E-05    -0.364007166045565E-05    -0.129438481380627E-05     0.999126191857881E-06     0.359670988597411E-05
    -0.108800000000000E+02     0.302051282051282E+01    -0.139505156939549E-05    -0.411937322704314E-05    -0.122477936372423E-05     0.110553294238325E-05     0.392749086408924E-05
    -0.121600000000000E+02     0.226153846153846E+01    -0.141588695821547E-05    -0.460449684686509E-05    -0.115543262781768E-05     0.120696770161879E-05     0.426871934260050E-05
    -0.134400000000000E+02     0.150256410256410E+01    -0.139640667737154E-05    -0.509983850139566E-05    -0.109080618936901E-05     0.130236848121743E-05     0.462126853402291E-05
    -0.147200000000000E+02     0.743589743589744E+00    -0.132234877093943E-05    -0.561058553802101E-05    -0.103356670246813E-05     0.138991600191644E-05     0.498635893217624E-05
    -0.104000000000000E+02     0.474358974358974E+01    -0.148630108480012E-05    -0.224350549427655E-05    -0.132574344673407E-05     0.747752339382718E-06     0.274672322980141E-05
    -0.120000000000000E+02     0.394358974358974E+01    -0.151697976869017E-05    -0.265342385811015E-05    -0.113866496665902E-05     0.836083320138840E-06     0.290218732685205E-05
    -0.136000000000000E+02     0.314358974358974E+01    -0.151946692724644E-05    -0.308149441005447E-05    -0.971286337016167E-06     0.922401612640160E-06     0.311362667149231E-05
    -0.152000000000000E+02     0.234358974358974E+01    -0.149900465701525E-05    -0.353155314352475E-05    -0.838793979747715E-06     0.100852719410586E-05     0.338064691535669E-05
    -0.168000000000000E+02     0.154358974358974E+01    -0.145337150688616E-05    -0.400679467435535E-05    -0.745086182864223E-06     0.109465516478671E-05     0.369461491624910E-05
    -0.184000000000000E+02     0.743589743589743E+00    -0.136974447733399E-05    -0.451063780434307E-05    -0.683126147044980E-06     0.117890016931581E-05     0.404517668422709E-05
 zone I=    6 ,j=    6 ,f=point, T="    1"
    -0.104000000000000E+02     0.474358974358974E+01    -0.148630108480012E-05    -0.224350549427655E-05    -0.132574344673407E-05     0.747752339382718E-06     0.274672322980141E-05
    -0.120000000000000E+02     0.394358974358974E+01    -0.151697976869017E-05    -0.265342385811015E-05    -0.113866496665902E-05     0.836083320138840E-06     0.290218732685205E-05
    -0.136000000000000E+02     0.314358974358974E+01    -0.151946692724644E-05    -0.308149441005447E-05    -0.971286337016167E-06     0.922401612640160E-06     0.311362667149231E-05
    -0.152000000000000E+02     0.234358974358974E+01    -0.149900465701525E-05    -0.353155314352475E-05    -0.838793979747715E-06     0.100852719410586E-05     0.338064691535669E-05
    -0.168000000000000E+02     0.154358974358974E+01    -0.145337150688616E-05    -0.400679467435535E-05    -0.745086182864223E-06     0.109465516478671E-05     0.369461491624910E-05
    -0.184000000000000E+02     0.743589743589743E+00    -0.136974447733399E-05    -0.451063780434307E-05    -0.683126147044980E-06     0.117890016931581E-05     0.404517668422709E-05
    -0.109200000000000E+02     0.479487179487179E+01    -0.153787159023580E-05    -0.199950818023660E-05    -0.127995637956150E-05     0.709174575833003E-06     0.260033167590288E-05
    -0.126000000000000E+02     0.395487179487179E+01    -0.154447817814633E-05    -0.243386736643440E-05    -0.105801509251223E-05     0.797579478925548E-06     0.273057357800335E-05
    -0.142800000000000E+02     0.311487179487179E+01    -0.152603863240857E-05    -0.289295179984151E-05    -0.874562373064929E-06     0.885920050643175E-06     0.294533948792588E-05
    -0.159600000000000E+02     0.227487179487179E+01    -0.149162376824904E-05    -0.337932141268386E-05    -0.745033155572576E-06     0.976528025469141E-06     0.323609955209051E-05
    -0.176400000000000E+02     0.143487179487179E+01    -0.143996574393674E-05    -0.389490130002363E-05    -0.669989169864072E-06     0.106953516967753E-05     0.358565976590868E-05
    -0.193200000000000E+02     0.594871794871795E+00    -0.135545308827262E-05    -0.444208642255072E-05    -0.635569528111033E-06     0.116229183470288E-05     0.397728587683115E-05
    -0.114400000000000E+02     0.484615384615385E+01    -0.158634939640345E-05    -0.175136143759164E-05    -0.121739639703520E-05     0.669144909096254E-06     0.244889555745043E-05
    -0.132000000000000E+02     0.396615384615385E+01    -0.156353501029681E-05    -0.221402935827359E-05    -0.961662524990412E-06     0.757326830193585E-06     0.255208428275062E-05
    -0.149600000000000E+02     0.308615384615385E+01    -0.152158568816722E-05    -0.270851162699885E-05    -0.768085786150945E-06     0.848050722248180E-06     0.277493060781745E-05
